Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
RACK: Code Search in the IDE Using Crowdsourced Knowledge,M. M. Rahman; C. K. Roy; D. Lo,NA; NA; NA,2017 IEEE/ACM 39th International Conference on Software Engineering Companion (ICSE-C),,2017,,,51,54,,,,10.1109/ICSE-C.2017.11,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7965255,Code search;query reformulation;keyword-API association;crowdsourced knowledge;Stack Overflow,Tools;Natural languages;Programming;Search engines;Context;Search problems;Vocabulary,application program interfaces;crowdsourcing;natural language processing;public domain software;query processing;source code (software);text analysis,RACK tool;IDE;crowdsourced knowledge;code search tool;code search query;natural language text;API classes;keyword-API association mining;Stack Overflow;GitHub code search API;code snippets;open-source projects;programming environment,,,,,,,,,,IEEE,IEEE Conferences
CodeExchange: Supporting Reformulation of Internet-Scale Code Queries in Context (T),L. Martie; T. D. LaToza; A. v. d. Hoek,NA; NA; NA,2015 30th IEEE/ACM International Conference on Automated Software Engineering (ASE),,2015,,,24,35,,,,10.1109/ASE.2015.51,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7371992,Code search;query reformulation;context;interface;internet-scale,Search engines;Context;Google;Manuals;Java;Programming;Face,Internet;iterative methods;query processing;search engines;source code (software),CodeExchange;Internet-scale code queries;source code;Google;specialized code search engine;SearchCode;Ohloh;GitHub;iterative process;code search engine;field deployment,,,,,,,,,,IEEE,IEEE Conferences
A search log mining based query expansion technique to improve effectiveness in code search,A. Satter; K. Sakib,"Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh; Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh",2016 19th International Conference on Computer and Information Technology (ICCIT),,2016,,,586,591,,,,10.1109/ICCITECHN.2016.7860264,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7860264,code search;code reuse;term mismatch,Search engines;Software;Indexes;Context;Vocabulary;Information technology;Matrix converters,data mining;query processing;search engines,search log mining based query expansion;code search engine;QExpandator;query terms;search topic keywords;content specific keywords;user query extraction;clicked code fragments;vector document;Jaccard similarity score,,,,,,,,,,IEEE,IEEE Conferences
Investigating influence of data storage organization on structured code search performance,D. Bernau; O. Mordvinova; J. Karstens; S. Hickl,"University of Applied Sciences Ludwigshafen, Ernst-Böhe-Strasse 4, 67059 Ludwigshafen; Technology and Innovation Platform, SAP AG, Department of Informatics, University of Hamburg, Dietmar-Hopp-Allee 16, 69190 Walldorf; Technology and Innovation Platform, SAP AG, Dietmar-Hopp-Allee 16, 69190 Walldorf; Karlsruhe Institute of Technology, Kaiserstrasse 89, 76133 Karlsruhe","2011 IEEE 2nd International Conference on Computing, Control and Industrial Engineering",,2011,2,,247,250,,,,10.1109/CCIENG.2011.6008112,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6008112,,Databases;Layout;Software;Search engines;Memory;Organizations;Software engineering,data structures;query processing;search engines;source coding;SQL;storage management,data storage organization;structured code search performance;source code repositories;software repository;structured code search engine;industrial development scenario;abstract syntax trees;hybrid in-memory database;data structure;hybrid store layout;SQL interface;column-oriented approach,,,,,,,,,,IEEE,IEEE Conferences
Evaluating the specificity of text retrieval queries to support software engineering tasks,S. Haiduc; G. Bavota; R. Oliveto; A. Marcus; A. De Lucia,"Computer Science Department, Wayne State University, Detroit, MI 48202, USA; School of Science, University of Salerno, 84084 Fisciano (SA), Italy; STAT Department, University of Molise, 86090 Pesche (IS), Italy; Computer Science Department, Wayne State University, Detroit, MI 48202, USA; School of Science, University of Salerno, 84084 Fisciano (SA), Italy",2012 34th International Conference on Software Engineering (ICSE),,2012,,,1273,1276,,,,10.1109/ICSE.2012.6227101,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227101,Text retrieval;Query specificity;Concept location,Correlation;Software;Measurement;Natural languages;Entropy;Context;Information retrieval,natural languages;query processing;software metrics;text analysis,specificity evaluation;text retrieval queries;software engineering tasks;software artifacts;query quality;preretrieval metric;specificity metric;text retrieval-based concept location;source code;natural language text,,,,,,,,,,IEEE,IEEE Conferences
Proposal for &#147;Kansei&#148; Library Search System Based on Behavior Analysis,N. Kang; R. Nakaya,NA; NA,2009 International Conference on Biometrics and Kansei Engineering,,2009,,,96,99,,,,10.1109/ICBAKE.2009.18,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5223244,Kansei;Library search system;Behavior analysis,Proposals;Libraries;Books;Humans;Keyword search;Biometrics;Knowledge engineering;Government;Systems engineering and theory;Vocabulary,libraries;query formulation,Kansei library search system;behavior analysis;MeguLook;pleasure searching,,,,,,,,,,IEEE,IEEE Conferences
On the Effect of the Query in IR-based Concept Location,S. Haiduc; A. Marcus,NA; NA,2011 IEEE 19th International Conference on Program Comprehension,,2011,,,234,237,,,,10.1109/ICPC.2011.48,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5970170,program comprehension;concept location;search;source code;information retrieval;query,Prediction algorithms;Correlation;Conferences;Estimation;Measurement;Search engines,query processing;software maintenance;software metrics;software performance evaluation,IR-based concept location;software maintenance;program comprehension activity;lexical information;source code;information retrieval techniques;IR performance metrics,,,,,,,,,,IEEE,IEEE Conferences
QUICKAR: Automatic query reformulation for concept location using crowdsourced knowledge,M. M. Rahman; C. K. Roy,"Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, University of Saskatchewan, Canada",2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE),,2016,,,220,225,,,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582760,Query reformulation;crowdsourced knowledge;semantic relevance;word co-occurrence;adjacency list;Stack Overflow,Software;Semantics;Java;Programming;Vocabulary;Databases;Context,query processing;software maintenance,QUICKAR;automatic query reformulation;concept location;crowdsourced knowledge;software maintenance;Stack Overflow programming questions;semantic similarity;semantically relevant queries,,,,,,,,,,IEEE,IEEE Conferences
Automatic query reformulations for text retrieval in software engineering,S. Haiduc; G. Bavota; A. Marcus; R. Oliveto; A. De Lucia; T. Menzies,"Wayne State University, Detroit MI, USA; University of Salerno, Fisciano (SA), Italy; Wayne State University, Detroit MI, USA; University of Molise, Pesche (IS), Italy; University of Salerno, Fisciano (SA), Italy; University of West Virginia, Morgantown VA, USA",2013 35th International Conference on Software Engineering (ICSE),,2013,,,842,851,,,,10.1109/ICSE.2013.6606630,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6606630,Text Retrieval;Query Reformulation,Training;Training data;Context;Frequency measurement;Natural languages;Robustness;Engines,C++ language;Java;learning (artificial intelligence);query formulation;recommender systems;software engineering,automatic query reformulation;text retrieval;software engineering;traceability link recovery;feature location;recommender system;Refoqus;machine learning;Java;C++,,,,,,,,,,IEEE,IEEE Conferences
Towards a Benchmark and Automatic Calibration for IR-Based Concept Location,S. D. Ohlemacher; A. Marcus,NA; NA,2011 IEEE 19th International Conference on Program Comprehension,,2011,,,246,249,,,,10.1109/ICPC.2011.56,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5970173,concept location;data model;software change reenactment;information retrieval;parameter calibration;benchmark,Conferences,indexing;management of change;query processing;software engineering,automatic calibration;concept location;information retrieval;source code;corpus building;query result indexing;software change process,,,,,,,,,,IEEE,IEEE Conferences
On the Use of Input/Output Queries for Code Search,K. T. Stolee; S. Elbaum,NA; NA,2013 ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,,2013,,,251,254,,,,10.1109/ESEM.2013.35,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6681359,empirical studies;source code search;input/output queries,Accuracy;Semantics;Sociology;Statistics;Feeds;Timing;Context,input-output programs;programming language semantics;query processing;search engines;source code (software);SQL,input-output search query;keyword query;information search engine;source code;syntactic approach;semantic code search approach;programming language;Yahoo! Pipes;SQL,,,,,,,,,,IEEE,IEEE Conferences
A Performance Evaluation Framework for Library Search Engines,M. S. Pera; Y. Ng,NA; NA,2010 Sixth International Conference on Signal-Image Technology and Internet Based Systems,,2010,,,301,308,,,,10.1109/SITIS.2010.56,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5714566,Performance Evaluation Framework;Library Search Engine;Folksonomy;Word Smilarity,Libraries;Search engines;Catalogs;Performance evaluation;Query processing;Usability,digital libraries;performance evaluation;query processing;search engines,performance evaluation framework;library search engine;library query formulation;query matching;EnLibS;library patron;Brigham Young University,,,,,,,,,,IEEE,IEEE Conferences
A flexible compressed text retrieval system using a modified LZW algorithm,Nan Zhang; Tao Tao; R. V. Satya; A. Mukherjee,"Sch. of Comput. Sci., Central Florida Univ., Orlando, FL, USA; Sch. of Comput. Sci., Central Florida Univ., Orlando, FL, USA; Sch. of Comput. Sci., Central Florida Univ., Orlando, FL, USA; Sch. of Comput. Sci., Central Florida Univ., Orlando, FL, USA",Data Compression Conference,,2005,,,493,,,,,10.1109/DCC.2005.5,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402250,,Decoding;Dictionaries;Indexing;Information retrieval;Encoding;Computer errors;Libraries;Parallel processing;Testing;Computer science,decoding;data compression;text analysis;query formulation;computational complexity;pattern classification;parallel processing;Huffman codes,flexible compressed text retrieval system;modified LZW algorithm;data compression;partial decoding;compressed file indexing;compressed file searching;sublinear complexity;parallel processing;compression ratio;text preprocessing;star transform;static dictionary;word Huffman schemes;random access ability,,,,,,,,,,IEEE,IEEE Conferences
How the Sando search tool recommends queries,X. Ge; D. Shepherd; K. Damevski; E. Murphy-Hill,"NC State University, Raleigh, NC, USA; ABB Inc, Raleigh, NC, USA; Virginia State University, Petersburg, VA, USA; NC State University, Raleigh, NC, USA","2014 Software Evolution Week - IEEE Conference on Software Maintenance, Reengineering, and Reverse Engineering (CSMR-WCRE)",,2014,,,425,428,,,,10.1109/CSMR-WCRE.2014.6747210,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6747210,,Dictionaries;Thesauri;Software;Indexing;Software engineering;Tag clouds;Search engines,query processing;recommender systems;software maintenance;software tools,information retrieval algorithms;relevant code snippet retrieval;local codebase;local code search tool;Sando search tool;query recommendation techniques,,,,,,,,,,IEEE,IEEE Conferences
Portfolio: a search engine for finding functions and their usages,C. McMillan; M. Grechanik; D. Poshyvanyk; Q. Xie; C. Fu,"College of William & Mary, Williamsburg, VA, USA; Accenture & University of Illinios, Chicago, Chicago, IL, USA; College of William & Mary, Williamsburg, VA, USA; Accenture Technology Lab, Chicago, IL, USA; Accenture Technology Lab, Chicago, IL, USA",2011 33rd International Conference on Software Engineering (ICSE),,2011,,,1043,1045,,,,10.1145/1985793.1985991,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6032588,information retrieval;source code search engines,Portfolios;Search engines;Software;Navigation;Context;Data mining;Java,functions;query processing;search engines;source coding,search engine;code search system;portfolio;relevant functions visualization;relevant functions retrieval;queries,,,,,,,,,,IEEE,IEEE Conferences
Scaling up evaluation of code search tools through developer usage metrics,K. Damevski; D. C. Shepherd; L. Pollock,"Virginia State University, Petersburg, 23806, U.S.A.; ABB, Inc., Raleigh, NC 27606, U.S.A.; University of Delaware, Newark, 19350, U.S.A.","2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering (SANER)",,2015,,,181,190,,,,10.1109/SANER.2015.7081828,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7081828,code search;feature location;evaluation metrics;field studies,Measurement;Internet;Gold;Feature extraction;Software maintenance;Accuracy;Market research,query processing;software maintenance;software metrics;software performance evaluation,code search tools evaluation;developer usage metrics;program understanding;software maintenance;corpora preprocessing;query reformulation;interactive system overhead;user satisfaction;predictive multimetric model;query satisfaction,,,,,,,,,,IEEE,IEEE Conferences
Using Thesaurus-Based Tag Clouds to Improve Test-Driven Code Search,O. A. L. Lemos; A. C. d. Paula; G. Konishi; J. Ossher; S. Bajracharya; C. Lopes,NA; NA; NA; NA; NA; NA,"2013 VII Brazilian Symposium on Software Components, Architectures and Reuse",,2013,,,99,108,,,,10.1109/SBCARS.2013.21,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6685795,code search;test-driven code search;software reuse,Tag clouds;Thesauri;Cloud computing;Visualization;Search problems;Color,Java;natural language processing;program testing;query processing;software reusability,thesaurus-based tag clouds;test-driven code search;search query;search task;query test cases;visual aids;code repository;code base;English thesaurus;CodeGenie;Java-based TDCS tool;Eclipse-based TDCS tool;nonnative language speakers,,,,,,,,,,IEEE,IEEE Conferences
The design and implementation of an intelligent distributed text retrieval system,Wang Yu; Guohua Wang,"School of Educational Technology and Communication, GuangDong Polytechnical Normal University, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China",2012 2nd International Conference on Uncertainty Reasoning and Knowledge Engineering,,2012,,,189,192,,,,10.1109/URKE.2012.6319542,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6319542,text retrieval;distributed networks;segmentation algorithm;two level routing,Peer to peer computing;Routing;Indexes;Educational institutions;Algorithm design and analysis;Artificial intelligence;Information retrieval,information retrieval;network routing;peer-to-peer computing;text analysis,intelligent distributed text retrieval system;file sharing software;file positioning;Chinese documents analysis;keyword extraction;network routing;index subnode;peer node,,,,,,,,,,IEEE,IEEE Conferences
Expanding Queries for Code Search Using Semantically Related API Class-names,F. Zhang; H. Niu; I. Keivanloo; Y. Zou,"School of Computing, Queen&#x0027;s University, Kingston, Ontario Canada (e-mail: feng@cs.queensu.ca); Electrical and Computer Engineering, Queen&#x0027;s University, kingston, Ontario Canada K7L 3N6 (e-mail: hit.haoran@gmail.com); Electrical and Computer Engineering, Queen&#x0027;s University, Kingston, Ontario Canada (e-mail: keivanloo@gmail.com); Electrical and Computer Engineering, Queen&#x0027;s University, Kingston, Ontario Canada (e-mail: ying.zou@queensu.ca)",IEEE Transactions on Software Engineering,,2018,PP,99,1,1,,,,10.1109/TSE.2017.2750682,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8031055,Query Expansion;Code Search;Neural Network Language Model;API Class-name,Search engines;Programming;Java;Software engineering;IEEE transactions;Software;Joining processes,,,,,,,,,,,,IEEE,IEEE Early Access Articles
Modified LZW algorithm for efficient compressed text retrieval,N. Zhang; T. Tao; Ravi Vijaya Satya; Amar Mukherjee,"Sch. of Comput. Sci., Univ. of Central Florida, Orlando, FL, USA; Sch. of Comput. Sci., Univ. of Central Florida, Orlando, FL, USA; Sch. of Comput. Sci., Univ. of Central Florida, Orlando, FL, USA; Sch. of Comput. Sci., Univ. of Central Florida, Orlando, FL, USA","International Conference on Information Technology: Coding and Computing, 2004. Proceedings. ITCC 2004.",,2004,2,,224,228 Vol.2,,,,10.1109/ITCC.2004.1286636,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1286636,,Information retrieval;Pattern matching;Delay;Decoding;Search engines;Internet;Databases;Frequency;Computer science;Libraries,data compression;information retrieval systems;query processing;pattern matching,modified LZW algorithm;text retrieval compression;information retrieval;library information retrieval system;random access text;partial decoding text,,,,,,,,,,IEEE,IEEE Conferences
